paper_id,publish_year,paper_title,con_id
5EECB2E3,1999,Linear Assignment Problems and Extensions,442743F7
5D11CEA7,2007,Worst case analysis of a new lower bound for flow shop weighted completion time problem,442743F7
5BD7897A,2007,The computational complexity of game trees by eigen-distribution,442743F7
5E911C6A,2007,On threshold BDDs and the optimal variable ordering problem,442743F7
5C5CB233,2007,An Asymptotic PTAS for Batch Scheduling with Nonidentical Job Sizes to Minimize Makespan,442743F7
7FC272D2,1983,A Perspective on the ARPANET Reference Model,442BD7CD
807B9513,1988,ShuffleNet: an application of generalized perfect shuffles to multihop lightwave networks,442BD7CD
7D76380B,1988,A fluid approximation model of an integrated packet voice and data multiplexer,442BD7CD
7D9F8934,1988,Evaluation of error recovery schemes for a high-speed packet switched network: link-by-link versus edge-to-edge schemes,442BD7CD
803E5977,1988,An experience in estimating fault coverage of a protocol test,442BD7CD
5E45BCF7,2006,PATROL-F – a comprehensive reputation-based trust model with fuzzy subsystems,442BF739
6DF30962,2006,Emergence in organic computing systems: discussion of a controversial concept,442BF739
5CD0F0A3,2006,Automatic composition of secure workflows,442BF739
5A9C5E70,2006,A Group Based Reputation System for P2P Networks,442BF739
5C855314,2006,Interference-Aware Selfish Routing in Multi-ratio Multi-channel Wireless Mesh Networks,442BF739
0495EC20,2001,Distribution-oriented Extension of WordNet's Ontological Framework,442E19D7
08408A5A,2001,Weight functions impact on LSA performance,442E19D7
0184D775,2003,Roget's thesaurus and semantic similarity,442E19D7
07069B5A,2003,A Type-Driven Method for Compacting MMorph Resources,442E19D7
000107FE,2003,Near-synonym choice in natural language generation,442E19D7
593BD990,2006,"Objective image quality evaluation for JPEG, JPEG 2000, and vidware vision™",442F440A
58EC68D3,2006,Buffer Occupancy Feedback Security Control and Changing Encryption Keys to Protect MOD Services,442F440A
5FE4B3E4,2006,A new passage ranking algorithm for video question answering,442F440A
0B97E1D9,2006,Application of Novel Chaotic Neural Networks to Text Classification Based on PCA,442F440A
5ADB91DA,2006,Rate control scheme for video coding using low-memory-cost look-up table,442F440A
7BCF01A7,1985,Planning the shortest path for a disc in O ( n 2 log n ) time,442F700A
774A0C94,1985,Consistent calculations for solids modeling,442F700A
5CAF2A63,1985,Proceedings of the first annual symposium on Computational geometry,442F700A
783DE236,1985,Turtlegons: generating simple polygons for sequences of angles,442F700A
7ACAB9D0,1985,Voronoi diagrams and arrangements,442F700A
8434B943,2005,Approaches to Qualitative Evaluation of the Software Quality Attributes: Overview,4431E39D
00230EEF,2005,Reengineering Software: A Case Study,4431E39D
0337B2F5,2005,The Collatz Problem in a New Perspective: Energy Consumption Analysis,4431E39D
8201BA61,2005,GUIDE: Games with UML for Interactive Design Exploration,4431E39D
08E1751D,2005,Inference Rules of Semantic Dependencies in the Enterprise Modelling,4431E39D
5F16A6CE,1993,Improved Stripe Matching for Colour Encoded Structured Light,44359895
5A5C27C1,1993,A Non-Linear Shape Abstraction Technique,44359895
59E0E320,1993,Fast shadowing of volume data,44359895
6242ADB3,1993,Using Eigenvectors of a Vector Field for Deriving a Second Directional Derivative Operator for Color Images,44359895
5E47A07B,1993,Temporal Speckle Reduction for Feature Extraction in Ultrasound Images,44359895
58D705AE,1997,Resolution is a decision procedure for many propositional modal logics,443880FD
000F8D8C,1998,"Propositions, Propositional Attitudes and Belief Revision",443880FD
5A37E6C4,2001,A Resolution-Based Decision Procedure for Extensions of K4,443880FD
0359DBD1,2002,Combining Dynamic Logic with Doxastic Modal Logics,443880FD
1445A89F,2004,On the Complexity of Fragments of Modal Logics,443880FD
0596348A,1998,Using Centralised Control and Potential Fields for Multi-robot Cooperation in Robotic Soccer,443CBAC4
5DCF1BB5,2000,Rationality Assumptions and Optimality of Co-learning,443CBAC4
0BE88661,2000,A Secure Route Structure for Information Gathering Agent,443CBAC4
59E8ED4D,2000,Market-based network resource allocation with non-tâtonnement process,443CBAC4
5ED7D12D,2000,Argumentation as a Social Computing Paradigm,443CBAC4
7EC19D20,1993,Data complexity for virtual reality: where do all the triangles go?,443F9CFF
8101D534,1993,Transmission of realistic sensation: Development of a virtual dome,443F9CFF
7EC45A1F,1993,A research testbed for virtual environment training applications,443F9CFF
7EB41FDB,1993,Pen-based haptic virtual environment,443F9CFF
7F74EC4C,1993,Virtual worlds as fuzzy cognitive maps,443F9CFF
59061092,2001,Solving satisfiability using decomposition and the most constrained subproblem,44406FED
0599C5F5,2002,On Proof Systems Behind Efficient SAT Solvers,44406FED
059E211B,2002,Exploring the Computational Tradeoff of more Reasoning and Less Searching,44406FED
02E3B80D,2002,Exact Selection of Minimal Unsatisfiable Subformulae for Special Classes of Propositional Formulae,44406FED
01E2737A,2002,Adding resolution to the DPLL procedure for Boolean satisfiability,44406FED
5BBBAE9B,2003,A DTD Graph Based XPath Query Subsumption Test,44412635
704D3971,2003,Searching for efficient XML-to-relational mappings,44412635
7FE63EDA,2003,PowerDB-XML: A Platform for Data–Centric and Document–Centric XML Processing,44412635
5BABA267,2003,Tree Signatures for XML Querying and Navigation,44412635
7DA41C99,2003,XML-to-SQL Query Translation Literature: The State of the Art and Open Problems,44412635
804B9B93,1997,Planning Year 2000 transformations using standard tools: an experience report,44486FB2
7E9C5182,1997,A process model for controlling and performing re-engineering tasks,44486FB2
815A9648,1997,Object-oriented analysis of COBOL,44486FB2
7D0EA8BF,1997,Overlooked issues of the Year 2000 upgrade,44486FB2
7E9C0082,1997,Session: Year 2000,44486FB2
6D2569B6,1984,The static derivation of concurrency and its mechanized certification,444A182D
5D30FDBF,1984,Axioms for memory access in asynchronous hardware systems,444A182D
5DF9BEDE,1984,The ESTEREL Synchronous Programming Language and its Mathematical Semantics,444A182D
7E53AAE2,1984,Lectures on a Calculus for Communicating Systems,444A182D
59343765,1984,The Pomset Model of Parallel Processes: Unifying the Temporal and the Spatial,444A182D
7E42DF42,1992,Functional Test Generation for Sequential Circuits,444CACB9
8109EB4A,1992,An Approach to Minimize Testability Overhead for BILBO based Built-In-Self-Test,444CACB9
80985241,1992,On Bridging Faults in ECL Circuits,444CACB9
7FC95A56,1992,An Efficient State Assignment Technique using Least Commitment and Constraint Propagation Techniques,444CACB9
6577994B,1992,Estimating the Complexity of Synthesized Designs from FSM Specifications,444CACB9
5F2B715B,2004,Reducing Server Trust in Private Proxy Auctions,4454EDDD
5CCB8C49,2004,Trust in Public Administration e-Transactions: e-Voting in the UK,4454EDDD
7D964482,2004,Certified E-Mail with Temporal Authentication: An Improved Optimistic Protocol,4454EDDD
5D8038A4,2004,DiffSig: Differentiated Digital Signature for Real-Time Multicast Packet Flows,4454EDDD
5BDF38AD,2004,On the Design of a New Trust Model for Mobile Agent Security,4454EDDD
583720BA,1998,Rational Term Rewriting,4457BAFF
5F864E59,1998,Net refinement by pullback rewriting,4457BAFF
6854AB09,1998,Deciding Properties for Message Sequence Charts,4457BAFF
5D9644AA,1998,A Cook's Tour of Equational Axiomatizations for Prefix Iteration,4457BAFF
7FD10498,1998,Partial Metrics and Co-continuous Valuations,4457BAFF
72B1625D,1998,Supporting Collaboration in Mobile-aware Groupware,4457D26B
5FB69F3E,2006,Our Place or Mine? Exploration into Collectivism-Focused Persuasive Technology Design,4457D26B
5D4F6896,2006,Feeling Strangely Fine: The Well-Being Economy in Popular Games,4457D26B
7485BD0E,2006,Communication and persuasion technology: psychophysiology of emotions and user-profiling,4457D26B
5D4B6A8B,2006,Technology Adds New Principles to Persuasive Psychology: Evidence from Health Education,4457D26B
7DD6F2A1,2000,COMPRESSION OF CONCENTRIC MOSAIC WITH REBINNING OF SLITS (ROSS),4459102E
0842E52C,2000,ADAPTIVE MULTI-MODAL PERSON VERIFICATION SYSTEM,4459102E
020F62B8,2000,Content-based Audio Classification and Retrieval using SVM Learning,4459102E
7EB800D6,2000,DISTANCE CUES FOR VIRTUAL AUDITORY SPACE,4459102E
598B854C,2000,Error Resilience Methods for FGS Video Enhancement Bitstream,4459102E
7617EFF3,1990,A Chare kernel implementation of a parallel Prolog compiler,44616FF1
80CCE8B7,1990,Modeling concurrency in parallel debugging,44616FF1
7C172134,1990,The evolution of HPC/VORX,44616FF1
7EC74B49,1990,Munin: distributed shared memory based on type-specific memory coherence,44616FF1
78F0D987,1990,Employing register channels for the exploitation of instruction level parallelism,44616FF1
7E8F02CF,2007,A Generic Software Architecture for a Domain Specific Distributed Embedded System,44679532
7EDD9999,2007,ROLES VERSUS CLASSES,44679532
043D99FC,2007,Using Communication Objects During Requirements Analysis,44679532
062F071D,2008,Parametric Software Cost Estimation for the Solitary Programmer,44679532
5E8FD0D7,2004,Provably-Secure and Communication-Efficient Protocol for Dynamic Group Key Exchange,44689F98
5AA80F27,2005,Efficient simultaneous inversion in parallel and application to point multiplication in ECC,44689F98
5D706F06,2005,On bluetooth repairing: key agreement based on symmetric-key cryptography,44689F98
5E18B392,2005,Enforcing email addresses privacy using tokens,44689F98
596D8EBC,2005,Efficient authentication of electronic document workflow,44689F98
7F649B35,1993,Physical ownership and task reallocation for multiple robots with heterogeneous goals,446908FE
7D46A00D,1993,Cooperating transactions in a versioned database,446908FE
7F6D7696,1993,Cooperative dialogues with the support of autonomous agents,446908FE
7EFA58F8,1993,A group communication support system in a software development project based on trouble communication model,446908FE
8037BA60,1993,A generic framework for human computer cooperation,446908FE
7EE6C043,2003,Dynamic replication to improve input/output scalability of genomic alignment,446A89CA
810C67E7,2003,G-monitor: a web portal for monitoring and steering application execution on global grids,446A89CA
7EC2156B,2003,Autonomic optimization of an oil reservoir using decentralized services,446A89CA
7F3D1144,2003,Issues in runtime algorithm selection for grid environments,446A89CA
81753D9A,2003,Towards a grid-based architecture for traditional Chinese medicine,446A89CA
093B136B,2001,Usability experiments for determining document-related awareness in real-time cooperative editing,446BF184
065BB230,2002,Buying bestsellers online: A case study in Search & Searchability,446BF184
5AAFD9C0,2002,Workflow Based Just-in-time Training,446BF184
090D00A9,2002,A framework for text categorization,446BF184
5B27EC87,2002,Tibianna: A learning-based search engine with query refinement,446BF184
01A4781A,1995,Interactive 3D Geometrical Modelers for Virtual Reality and Design,447034A1
0028C44D,1996,QoS Management for Live Videos in Networked Virtual Spaces,447034A1
7E03732F,1997,Segmentation of moving human body parts by a modified MAP-MRF algorithm,447034A1
7D19393E,1997,Ray-based creation of photo-realistic virtual world,447034A1
5B70C85C,1997,Developing simulation techniques for an interactive clothing system,447034A1
67DE05FE,1992,Towards a Formal Framework to Compare Protocol Interpretations and Task Specifications,4472203F
7FD04155,1992,Differentiating problem solving methods,4472203F
5F359436,1992,Using generalised directive models in knowledge acquisition,4472203F
72F9B4AB,1992,"Knowledge acquisition for explainable, multi-expert, knowledge-based design systems",4472203F
60D6C284,1992,Intelligent documentation as a catalyst for developing cooperative knowledge-based systems,4472203F
7858328C,1995,Case study. Visualising cyberspace: information visualisation in the Harmony Internet browser,4472F8CF
8161060D,1995,Case study: visualizing Internet resources,4472F8CF
7D935540,1995,Case study. Narcissus: visualising information,4472F8CF
5A8CACA9,1995,Case study: 3D displays of Internet traffic,4472F8CF
799DA201,1995,Case study. A WWW viewpoint on scientific visualization: an EPA case study for technology transfer,4472F8CF
7E5C3D34,2000,Quantization of Continuous Input Variables for Binary Classification,44788D44
6E79C9CC,2000,Generalised Canonical Correlation Analysis,44788D44
5C702189,2000,A Probabilistic Agent Approach to the Trafic Jam Problem,44788D44
7ED63248,2000,A General Class of Neural Networks for Principal Component Analysis and Factor Analysis,44788D44
5A15A2E2,2000,Stability Analysis of Financial Ratios,44788D44
81E75DD1,1997,"An Integrative Approach To Analyzing The Relationship Of Business Information Systems Technology, Investment Strategy, And Operation Process",447A7E77
81EE275B,1997,The Evolution Of An Accounting Information Systems Concentration: Concepts And An Example,447A7E77
81D463FF,1997,Information Systems Management Issues: Controlling Proliferation,447A7E77
818AFC57,1997,Internal Control Methods In Object-Oriented Systems,447A7E77
818F8B5A,1997,Accountants Contribute To Business Success By Involvement In EIS,447A7E77
805821CA,2005,Design and Evaluation of Diffserv Functionalities in the MPLS Edge Router Architecture,447AFBD7
816738C7,2005,"SOSIMPLE: A Serverless, Standards-based, P2P SIP Communication System",447AFBD7
7DAE9A96,2005,Autonomic Data Placement Strategies for Update-intensiveWeb applications,447AFBD7
7D8FFADE,2005,An Extended Service Oriented Architecture forWebServices Adoption through Economic Incentives,447AFBD7
815A72E2,2005,Proportional Nested Deficit Round Robin: Improving the Latency of Packet Scheduler with an O(1) Complexity,447AFBD7
6B490189,1991,Simulation with Object-oriented Petri Nets,447B80D7
63390E28,1996,A layered operational model for describing inter-tool communication in tool integration frameworks,447B80D7
7D9D45B3,1996,Classification-Hierarchy Table: a methodology for constructing the classification tree,447B80D7
658F5221,1996,Enhancing project-based learning: variations on mentoring,447B80D7
7F8AE7FE,1996,Analysis of software system requirements models,447B80D7
7EE29908,1994,What Users Need in Parallel Tool Support: Survey Results and Analysis,447B8E60
80E2A358,2005,Trace-based parallel performance overhead compensation,447B8E60
7EDC067D,2005,A parallel distance-2 graph coloring algorithm for distributed memory computers,447B8E60
5F9E29EF,2005,JXTPIA: a JXTA-based P2P network interface and architecture for grid computing,447B8E60
5D5B2D1F,2005,Enabling the p2p JXTA platform for high-performance networking grid infrastructures,447B8E60
5D1754DD,1980,Systems Development of Organizational Memory: A Literature Survey,447CF406
5E9215AB,1997,Environments for viewpoint representations,447CF406
08F23EEF,1997,On Correctness Issues in Conceptual Modeling of Workflows,447CF406
6FBA4F5C,1998,Developing Information Systems in a Turbulent Environment: the Case of the Dutch Social Security System,447CF406
7582A006,1999,The virtual organisation - technical or social innovation?: lessons from the film industry,447CF406
5ED99418,1968,Estimation of manpower forecast variation by GPSS simulation,44815780
5AEF8BFD,1968,Two models of Innovation Diffusion,44815780
5D030AF7,1968,Generalized GPSS Model for Grain Terminal Elevators,44815780
5F2F8A21,1968,Simulation as an estimating tool,44815780
6856AFC6,1968,On-Line System simulation,44815780
807B71C6,1991,Reference Escape Analysis: Optimizing Reference Counting based on the Lifetime of References,4484A15D
5E086E2A,1992,Self-Applicable C Program Specialization,4484A15D
057E0B7A,1992,Improving the Accuracy of Higher-Order Specialization using Control Flow Analysis,4484A15D
04B4ADD7,1992,Towards a New Perspective on Partial Evaluation,4484A15D
7A99005B,1993,Partial evaluation of general parsers,4484A15D
5E433075,1994,Solving Large Retrograde Analysis Problems Using a Network of Workstations,4484AC0E
5E6A4F2B,2004,Search versus Knowledge: An Empirical Study of Minimax on KRK,4484AC0E
5FD48055,2004,Static Analysis by Incremental Computation in Go Programming,4484AC0E
5FE50E4C,2004,New Games Related to Old and New Sequences,4484AC0E
5CDCD40B,2004,When One Eye is Sufficient: A Static Classification,4484AC0E
7DC7301D,1992,System-level design of specialized VLSI hardware for computing relative orientation,44865A7C
5BD087BA,1992,A multiscale analysis model applied to natural surfaces,44865A7C
7D360D0F,1992,Curve recognition using B-spline representation,44865A7C
7E0F045B,1992,Automated direct patterned wafer inspection,44865A7C
802FB79A,1992,Scale-space clustering and classification of SAR images with numerous attributes and classes,44865A7C
583EACBA,1989,Finding All Shortest Path Edge Sequences on a Convex Polyhedron,448B966A
5BAC0412,1989,A polynomial time algorithm for the local testability problem of deterministic finite automata,448B966A
5F9B376E,1989,Digital Data Structures and Order Statistics,448B966A
5AD54374,1989,Improving partial rebuilding by using simple balance criteria,448B966A
5EC4EACC,1989,Parallel algorithms for cographs recognition and applications,448B966A
80AEA128,1993,Document image defect models and their uses,448D1E7E
7F759A70,1993,Hand-printed character recognition system using artificial neural networks,448D1E7E
7D6BA43B,1993,CD-ROM document database standard,448D1E7E
72513091,1993,The implementation methodology for a CD-ROM English document database,448D1E7E
7F4A473A,1993,Automatic lettering of cadastral maps,448D1E7E
7FFD3535,2009,A Collaborative Ontology-Based User Profiles System,448DC0E0
5D147F57,2009,Global Distribution of HTTP Requests Using the Fuzzy-Neural Decision-Making Mechanism,448DC0E0
5CFAC2AC,2009,Natural scene retrieval based on graph semantic similarity for adaptive scene classification,448DC0E0
7F57C634,2009,Agent-Based Computational Modeling of Emergent Collective Intelligence,448DC0E0
7F5C8545,2009,DES Control Synthesis and Cooperation of Agents,448DC0E0
7CB01888,1961,Mathematical models of neurone interaction,448ECA1D
79BCCC8F,1961,A computer program for the synthesis of combinational switching circuits,448ECA1D
78F49DA2,1961,Truth functions realizable by single threshold organs,448ECA1D
75C14AC3,1961,The integrative properties of neurons,448ECA1D
7FC5BF3E,1961,Transient behavior in iterative combinational switching networks,448ECA1D
5A3D99C4,2001,Group Organized Project Work in Distance Education,44902F2C
09C5D7FD,2001,Distance Education Server for the Study of Remote Sensing,44902F2C
08FEC742,2002,Experiment & Calculation Supporting System over WWW for Problem-Based Learning in Electrical Engineering,44902F2C
5D6E3C8D,2004,Transformation of an engineering management program to encompass distance learning needs,44902F2C
5C553D3D,2004,Using SIP for floor control in a videoconference,44902F2C
7F036B8E,2001,Issues in accessing Web sites from mobile devices,44913AA3
7CF0663E,2001,Predicting Web site access: an application of time series,44913AA3
7E9504FB,2001,Web site reuse: cloning and adapting,44913AA3
5B654B2C,2001,The case for the use of plain English to increase web accessibility,44913AA3
7F74CCF3,2001,Preparing the ground for Website metrics research,44913AA3
797B8128,1968,Two-Phase Linear Fluid Flow Modeling for In Situ Combustion,4492538C
7A489F4A,1968,The Fluid Flow Simulation Equations,4492538C
77EA00EE,1968,Immiscible Fluid Flow Simulator,4492538C
7C653F60,1973,Numerical Simulation of Naturally Fractured Reservoirs,4492538C
759E6F1B,1973,Numerical Simulation of Carbonated Waterflooding In A Heterogeneous Reservoir,4492538C
79EA4DCB,1986,Viable inference systems,449397C9
7A32DDC3,1986,Emerging principles in machine learning,449397C9
7E09AB7D,1986,A preliminary excursion into step-logics,449397C9
78127D85,1986,"Inference propagation in emitter, system hierarchies",449397C9
759A09FD,1986,NESS: A coupled simulation expert system,449397C9
0489C2CE,2011,Web Service Response Time Monitoring: Architecture and Validation,4493E2DA
7F2A997B,1972,The use of a writable control memory in a multiprogramming environment,4499A295
7D5C25FE,1972,ISPMET: a study in automatic emulator generation,4499A295
7F134BC1,1972,"A technique for micro-simulation the software ""machine""",4499A295
7CFC658D,1972,Optimal selection of functional components for microprogrammable central processing units,4499A295
81664EBA,1972,Initialization of microprogrammed machines,4499A295
80DF0B97,2005,Managing e-commerce catalogs in a DBMS with native XML support,449C9FDE
81259DBE,2005,Towards a trust model with uncertainty for e-commerce systems,449C9FDE
7DC85C6E,2005,E-commerce success factors: exploratory and empirical research on the Chinese publishing industry,449C9FDE
7E2C701D,2005,Sweep based multiple ant colonies algorithm for capacitated vehicle routing problem,449C9FDE
7F2D0699,2005,Improving associative classification by incorporating novel interestingness measures,449C9FDE
7AFE38A0,2000,An architecture for building self-configurable systems,449D19CC
7E0C04E8,2000,DDR: distributed dynamic routing algorithm for mobile ad hoc networks,449D19CC
7767F090,2000,Low power rendezvous in embedded wireless networks,449D19CC
80662E5F,2000,Performance aspects of Bluetooth scatternet formation,449D19CC
8134FA0B,2000,Content based multicast (CBM) in ad hoc networks,449D19CC
7FED8E52,2004,Rudder: a rule-based multi-agent infrastructure for supporting autonomic Grid applications,449D545A
80225C85,2004,Improving network robustness,449D545A
632BDB1D,2004,Self-adaptation in a middleware for processing data streams,449D545A
81149D92,2004,Towards a self-managing software patching process using black-box persistent-state manifests,449D545A
7E0A4688,2004,RepStore: a self-managing and self-tuning storage backend with smart bricks,449D545A
098350EB,1999,DIVA: Distributed Intelligent Virtual Agents,449E1173
5B883825,2001,Autonomous Avatars? From Users to Agents and Back,449E1173
7D8A7663,2001,Agent Oriented Simulation with OOCSMP. An Example in Evolutionary Ant Colonies,449E1173
5B8E84F2,2001,An Overview of the Use of Mobile Agents in Virtual Environments,449E1173
58E6708F,2001,Papous: The Virtual Storyteller,449E1173
5DB562BE,1998,Action learning in a decentralized organisation: the case of designing a distributed database,44A68539
5F306A80,1999,Implementing network protocols in Java - A framework for rapid prototyping,44A68539
07281BF5,1999,Holonic Dynamic Scheduling Architecture and Services,44A68539
59D0E3FC,1999,Generating Object-Z Specifications from Use Cases,44A68539
598F6BCC,1999,Increasing Opportunities for Reuse through Tool and Methodology Support for Enterprise-wide Requirements Reuse and Evolution,44A68539
0454EF88,1991,TEMPORAL DECOMPOSITION OF SIMULATIONS UNDER THE TIME WARP OPERATING SYSTEM,44A6E67D
7D7D4408,1991,Null Message Cancellation in Conservative Distributed Simulation,44A6E67D
7DD620D4,1992,On the Trade-off between Time and Space in Optimistic Parallel Discrete-Event Simulation,44A6E67D
80709BF0,1993,An algorithm for minimally latent global virtual time,44A6E67D
8100BD73,1993,A performance study of the cancelback protocol for Time Warp,44A6E67D
06F7065A,2004,A Probabilistic Geocoding System based on a National Address File,44A907AC
80EC93CD,2006,A characterization of wordnet features in Boolean models for text classification,44A907AC
6EAEDB76,2006,Analyzing harmonic monitoring data using data mining,44A907AC
598121F5,2006,Hierarchical Hidden Markov Models: An Application to Health Insurance Data,44A907AC
5BE9E490,2006,Identifying Risk Groups Associated with Colorectal Cancer,44A907AC
7D734CC9,1995,A timeliness-guaranteed kernel model-DREAM kernel-and implementation techniques,44AB61E1
7EBEB463,1995,Object-oriented design of main-memory DBMS for real-time applications,44AB61E1
7D978AB9,1995,A bandwidth reallocation scheme for Ethernet-based real-time communication,44AB61E1
7F154B55,1995,Issues in using heterogeneous HPC systems for embedded real time signal processing applications,44AB61E1
7D9E374A,1995,The middleware services for industrial computer systems,44AB61E1
7A50B56A,1998,Active basestations & nodes for a mobile environment,44ABD1BA
785F393B,1998,Protocol enhancements in wireless multimedia and multiple-access networks,44ABD1BA
7640DB56,1998,"A systems approach to prediction, compensation and adaptation in wireless networks",44ABD1BA
75C2E388,1998,Agent technology for the UMTS VHE concept,44ABD1BA
79D8154E,1998,Design and performance evaluation of a distributed contention control(DCC) mechanism for IEEE 802.11 wireless local area networks,44ABD1BA
5CFA9546,2009,Estimating Likelihoods for Topic Models,44ACBCB7
7FC14F44,2009,Conditional Density Estimation with Class Probability Estimators,44ACBCB7
62711CE6,2009,Improving Adaptive Bagging Methods for Evolving Data Streams,44ACBCB7
02C401E5,2009,On Compressibility and Acceleration of Orthogonal NMF for POMDP Compression,44ACBCB7
5A73B1D3,2009,Accurate Probabilistic Error Bound for Eigenvalues of Kernel Matrix,44ACBCB7
59BF60B9,1996,Introduction to Business Process Management Systems Concepts,44ADC1F4
756272FF,1997,Goal-Based Business Process Models: Creation and Evaluation,44ADC1F4
738B8FD2,2000,Techniques for Modelling Workflows and their Support of Reuse,44ADC1F4
5DED1F14,2000,Workflow Management Between Formal Theory and Pragmatic Approaches,44ADC1F4
5B651599,2000,Configurable Business Objects for Building Evolving Enterprise Models and Applications,44ADC1F4
59C216D5,2009,Agents Based Data Mining and Decision Support System,44ADC5A3
60890604,2009,The Complex Dynamics of Sponsored Search Markets,44ADC5A3
63070EC9,2009,Agent-Enriched Data Mining Using an Extendable Framework,44ADC5A3
59E49C66,2009,Enhancing Agent Intelligence through Data Mining: A Power Plant Case Study,44ADC5A3
69566C94,2009,"Agents and Data Mining Interaction: 4th International Workshop, ADMI 2009, Budapest, Hungary, May 10-15,2009, Revised Selected Papers",44ADC5A3
7ABF65ED,1991,A localized method for intersecting plane algebraic curve segments,44AE44DD
58329B68,1991,Physically-based interactive camera motion control using 3D input devices,44AE44DD
75DF2D6C,1991,A flexible quantitative method for NC machining verification using a space-division based solid model,44AE44DD
7955F843,1991,Composition of multiple figure sequences for dance and animation,44AE44DD
5F90B933,1992,Animation based on the Interaction of L-systems with Vector Force Fields,44AE44DD
80DC67B3,1969,Design considerations of statistical multiplexors,44B13001
80A2A221,1969,Estimates of distributions of random variables for certain computer communications traffic models,44B13001
7D4B408A,1969,Joint automatic equalization for data communication,44B13001
81345ADD,1969,On-line communications and the computer,44B13001
7DA97425,1969,An experimental distributed switching system to handle bursty computer traffic,44B13001
7761ADEB,1999,How to find a point on a line within a fixed distance,44B16F02
5B46343E,2000,Exact Volume Computation for Polytopes: A Practical Study,44B16F02
5D8AE9FA,2000,Exploring an Unknown Cellular Environment,44B16F02
7FB80710,2001,Separating objects in the plane by wedges and strips,44B16F02
781C2C74,2001,On bisectors for different distance functions,44B16F02
5F279D07,2000,Partial Completeness of Abstract Fixpoint Checking,44B2697D
5839289D,2000,Recent Progress in the Design and Analysis of Admissible Heuristic Functions,44B2697D
7EF57316,2000,An Agent-Based Approach to Robust Switching Between Abstraction Levels for Fault Diagnosis,44B2697D
5E8AEC12,2000,An Overview of MAXQ Hierarchical Reinforcement Learning,44B2697D
5CFF9983,2000,Grid-based histogram arithmetic for the probabilistic analysis of functions,44B2697D
7E5E2040,1990,Auto- and Cross-Ambiguity Surface Performance for Frequency-Hop Coded Waveforms,44B587D1
81095B1D,1990,Data Communications over power circuits using direct sequence spread spectrum modulation,44B587D1
6C78818D,1990,Inband Cdma : Sequence Options,44B587D1
71F895C8,1990,An Overview Of Advanced Wireless Telecommunication Systems Employing Code Division Multiple Access,44B587D1
7FD213AD,1990,Performance Of Delay And Multiply Spread Spectrum Receivers Operating In The Presence Of Modulated Digital Signals Interference,44B587D1
0BF71D9D,2000,Using Neural Networks for Clustering on RSI Data and Related Spatial Data,44B7D8B2
59E16F2F,2000,Conflict Patterns: Toward Identifying Suitable Middleware,44B7D8B2
0334F3E5,2001,Supporting Information Reuse for Video Data Indexing by Using Color Information,44B7D8B2
0B6312FB,2001,A Distributed Environment for Development and Deployment of Ontologies of Knowledge-Based Systems,44B7D8B2
7FDAEAF6,2003,Fractal framework: finding sub-themes and implementing sub-frameworks,44B7D8B2
01FF40A9,1998,A Characterization of Single-Link Search in Learning Belief Networks,44B92818
0A4FC459,2000,Reconciling Conflicting Sources of Expertise: A Framework and Illustration,44B92818
05B521B9,2004,Achieving Rapid Knowledge Acquisition in a High- Volume Call Centre,44B92818
58611D24,2006,A new model for classifying DNA code inspiredby neural networks and FSA,44B92818
585882CF,2006,Acquiring Innovation Knowledge,44B92818
7C31781A,1987,Parallel Programming With Recurrent Equations,44BF398F
7572FF38,1988,Parascope: a Parallel Programming Environment,44BF398F
7D6569C9,1990,Methods for the Efficient Calculation of the (Mhd) Magnetohydrodynamic Stability Properties of Magnetically Confined Fusion Plasmas,44BF398F
80248CB6,1992,HeNCE: graphical development tools for network-based concurrent computing,44BF398F
777BECA3,1992,Communication efficient global load balancing,44BF398F
068F5871,2000,Integrating Creative Problem Solving and Engineering Design,44BF411D
02DB732A,2000,Head and Face Detection at Indoor Environment by Home Robot,44BF411D
7D2E00AD,2001,INDUSTRY COLLABORATIVE CAPSTONE DESIGN PROJECTS,44BF411D
80C597CD,2005,QFT Controller Synthesis For A Nonlinear Flexible Joint Robot,44BF411D
08D9771C,2006,Integrating Reconfigurable Logic in the First Digit al Logic Course,44BF411D
7E49BFC0,1992,A user customizable X window system interface for simulation of neural networks,44C0EC29
805106E6,1992,Fuzzy control of a mobile robot for the push-a-box operation,44C0EC29
7E4A2DD1,1992,Cognitive abstraction for qualitative simulation,44C0EC29
7F70B5E4,1992,Combinatorial optimization for spacecraft scheduling,44C0EC29
7ECEA115,1992,A hybrid/symbolic connectionist production system,44C0EC29
5CB19120,1982,A Preliminary Report on the Cryptanalysis of Merkle-Hellman Knapsack Cryptosystems,44C16141
5EE2F740,1983,Cryptographic Solution to a Multilevel Security Problem,44C16141
5AEE3A1F,1983,Security of a Keystream Cipher with Secret Initial Value,44C16141
5ECAA366,1983,Fast Computation of Discrete Logarithms in GF (q),44C16141
5F6CA56C,1983,Non-Public Key Distribution,44C16141
7E395C08,2000,Linguistic analysis of the nucleoprotein gene of influenza A virus,44C5464F
7D6F6C2A,2000,Making genome expression data meaningful: prediction and discovery of classes of cancer through a connectionist learning approach,44C5464F
